   6.3660724e-02   6.3458022e-02   6.3255249e-02   6.3052405e-02   6.2849489e-02   6.2646502e-02   6.2443443e-02   6.2240313e-02   6.2037112e-02   6.1833840e-02   6.1630497e-02   6.1427082e-02   6.1223596e-02   6.1020038e-02   6.0816410e-02   6.0612710e-02   6.0527964e-02   6.0731694e-02   6.0935352e-02   6.1138939e-02   6.1342455e-02   6.1545900e-02   6.1749273e-02   6.1952575e-02   6.2155805e-02   6.2358965e-02   6.2562053e-02   6.2765070e-02   6.2968015e-02   6.3170889e-02   6.3373692e-02   6.3576424e-02   6.3779084e-02   6.3981673e-02   6.4184191e-02   6.4386638e-02   6.4589013e-02   6.4791317e-02   6.4993550e-02   6.5195711e-02   6.5397801e-02   6.5599820e-02   6.5801768e-02   6.6003644e-02   6.6205449e-02   6.6407183e-02   6.6608845e-02   6.6810436e-02   6.6658802e-02   6.6457157e-02   6.6255441e-02   6.6053654e-02   6.5851795e-02   6.5649865e-02   6.5447864e-02   6.5245792e-02   6.5043648e-02   6.4841433e-02   6.4639146e-02   6.4436789e-02   6.4234360e-02   6.4031860e-02   6.3829288e-02   6.3626646e-02   6.3423932e-02   6.3221146e-02   6.3018290e-02   6.2815362e-02   6.2612363e-02   6.2409292e-02   6.2206151e-02   6.2002938e-02   6.1799654e-02   6.1596298e-02   6.1392871e-02   6.1189373e-02   6.0985804e-02   6.0782163e-02   6.0578451e-02   6.0562226e-02   6.0765943e-02   6.0969590e-02   6.1173165e-02   6.1376669e-02   6.1580101e-02   6.1783462e-02   6.1986752e-02   6.2189971e-02   6.2393118e-02   6.2596194e-02   6.2799199e-02   6.3002133e-02   6.3204995e-02   6.3407786e-02   6.3610506e-02   6.3813154e-02   6.4015731e-02   6.4218237e-02   6.4420672e-02   6.4623035e-02   6.4825327e-02   6.5027547e-02   6.5229697e-02   6.5431775e-02   6.5633782e-02   6.5835717e-02   6.6037582e-02   6.6239375e-02   6.6441096e-02   6.6642747e-02   6.0477473e-02   6.0681221e-02   6.0884897e-02   6.1088501e-02   6.1292035e-02   6.1495497e-02   6.1698888e-02   6.1902207e-02   6.2105456e-02   6.2308633e-02   6.2511738e-02   6.2714773e-02   6.2917736e-02   6.3120628e-02   6.3323449e-02   6.3526198e-02
   6.3640721e-02   6.3438075e-02   6.3235359e-02   6.3032571e-02   6.2829712e-02   6.2626781e-02   6.2423780e-02   6.2220707e-02   6.2017563e-02   6.1814348e-02   6.1611062e-02   6.1407704e-02   6.1204275e-02   6.1000775e-02   6.0797204e-02   6.0593562e-02   6.0508840e-02   6.0712512e-02   6.0916113e-02   6.1119643e-02   6.1323101e-02   6.1526489e-02   6.1729805e-02   6.1933049e-02   6.2136223e-02   6.2339325e-02   6.2542356e-02   6.2745316e-02   6.2948205e-02   6.3151022e-02   6.3353769e-02   6.3556444e-02   6.3759048e-02   6.3961580e-02   6.4164042e-02   6.4366432e-02   6.4568751e-02   6.4770999e-02   6.4973175e-02   6.5175281e-02   6.5377315e-02   6.5579278e-02   6.5781170e-02   6.5982990e-02   6.6184740e-02   6.6386418e-02   6.6588025e-02   6.6789560e-02   6.6637968e-02   6.6436378e-02   6.6234718e-02   6.6032986e-02   6.5831183e-02   6.5629309e-02   6.5427364e-02   6.5225347e-02   6.5023260e-02   6.4821101e-02   6.4618871e-02   6.4416569e-02   6.4214197e-02   6.4011753e-02   6.3809238e-02   6.3606652e-02   6.3403994e-02   6.3201265e-02   6.2998466e-02   6.2795595e-02   6.2592652e-02   6.2389639e-02   6.2186554e-02   6.1983398e-02   6.1780171e-02   6.1576873e-02   6.1373503e-02   6.1170062e-02   6.0966550e-02   6.0762967e-02   6.0559313e-02   6.0543092e-02   6.0746752e-02   6.0950341e-02   6.1153859e-02   6.1357305e-02   6.1560680e-02   6.1763984e-02   6.1967217e-02   6.2170379e-02   6.2373469e-02   6.2576488e-02   6.2779436e-02   6.2982313e-02   6.3185119e-02   6.3387853e-02   6.3590516e-02   6.3793108e-02   6.3995629e-02   6.4198078e-02   6.4400456e-02   6.4602763e-02   6.4804999e-02   6.5007164e-02   6.5209257e-02   6.5411279e-02   6.5613230e-02   6.5815110e-02   6.6016919e-02   6.6218656e-02   6.6420322e-02   6.6621917e-02   6.0458364e-02   6.0662053e-02   6.0865672e-02   6.1069219e-02   6.1272695e-02   6.1476100e-02   6.1679434e-02   6.1882696e-02   6.2085887e-02   6.2289007e-02   6.2492056e-02   6.2695034e-02   6.2897940e-02   6.3100775e-02   6.3303539e-02   6.3506232e-02
   6.3580748e-02   6.3378272e-02   6.3175725e-02   6.2973107e-02   6.2770418e-02   6.2567658e-02   6.2364827e-02   6.2161925e-02   6.1958953e-02   6.1755909e-02   6.1552794e-02   6.1349608e-02   6.1146351e-02   6.0943023e-02   6.0739624e-02   6.0536154e-02   6.0451505e-02   6.0655004e-02   6.0858433e-02   6.1061790e-02   6.1265077e-02   6.1468292e-02   6.1671436e-02   6.1874510e-02   6.2077512e-02   6.2280444e-02   6.2483304e-02   6.2686093e-02   6.2888812e-02   6.3091459e-02   6.3294036e-02   6.3496541e-02   6.3698976e-02   6.3901339e-02   6.4103631e-02   6.4305853e-02   6.4508003e-02   6.4710083e-02   6.4912091e-02   6.5114028e-02   6.5315895e-02   6.5517690e-02   6.5719415e-02   6.5921068e-02   6.6122650e-02   6.6324162e-02   6.6525602e-02   6.6726972e-02   6.6575504e-02   6.6374081e-02   6.6172587e-02   6.5971023e-02   6.5769387e-02   6.5567680e-02   6.5365902e-02   6.5164053e-02   6.4962134e-02   6.4760143e-02   6.4558081e-02   6.4355948e-02   6.4153744e-02   6.3951469e-02   6.3749124e-02   6.3546707e-02   6.3344219e-02   6.3141660e-02   6.2939030e-02   6.2736330e-02   6.2533558e-02   6.2330715e-02   6.2127801e-02   6.1924816e-02   6.1721760e-02   6.1518634e-02   6.1315436e-02   6.1112167e-02   6.0908827e-02   6.0705416e-02   6.0501934e-02   6.0485728e-02   6.0689215e-02   6.0892632e-02   6.1095977e-02   6.1299252e-02   6.1502455e-02   6.1705588e-02   6.1908649e-02   6.2111639e-02   6.2314559e-02   6.2517407e-02   6.2720185e-02   6.2922891e-02   6.3125527e-02   6.3328091e-02   6.3530585e-02   6.3733007e-02   6.3935359e-02   6.4137639e-02   6.4339849e-02   6.4541987e-02   6.4744055e-02   6.4946051e-02   6.5147977e-02   6.5349831e-02   6.5551614e-02   6.5753327e-02   6.5954968e-02   6.6156539e-02   6.6358038e-02   6.6559467e-02   6.0401071e-02   6.0604588e-02   6.0808034e-02   6.1011409e-02   6.1214713e-02   6.1417946e-02   6.1621108e-02   6.1824199e-02   6.2027219e-02   6.2230168e-02   6.2433046e-02   6.2635853e-02   6.2838589e-02   6.3041254e-02   6.3243848e-02   6.3446371e-02
   6.3480918e-02   6.3278724e-02   6.3076460e-02   6.2874125e-02   6.2671720e-02   6.2469244e-02   6.2266697e-02   6.2064079e-02   6.1861391e-02   6.1658632e-02   6.1455803e-02   6.1252903e-02   6.1049932e-02   6.0846891e-02   6.0643779e-02   6.0440596e-02   6.0356066e-02   6.0559278e-02   6.0762420e-02   6.0965491e-02   6.1168491e-02   6.1371420e-02   6.1574279e-02   6.1777067e-02   6.1979785e-02   6.2182431e-02   6.2385008e-02   6.2587513e-02   6.2789948e-02   6.2992312e-02   6.3194606e-02   6.3396829e-02   6.3598981e-02   6.3801063e-02   6.4003074e-02   6.4205014e-02   6.4406884e-02   6.4608683e-02   6.4810411e-02   6.5012069e-02   6.5213656e-02   6.5415172e-02   6.5616618e-02   6.5817993e-02   6.6019298e-02   6.6220532e-02   6.6421695e-02   6.6622787e-02   6.6471528e-02   6.6270382e-02   6.6069166e-02   6.5867879e-02   6.5666521e-02   6.5465093e-02   6.5263594e-02   6.5062025e-02   6.4860384e-02   6.4658674e-02   6.4456892e-02   6.4255040e-02   6.4053117e-02   6.3851123e-02   6.3649059e-02   6.3446925e-02   6.3244719e-02   6.3042443e-02   6.2840096e-02   6.2637679e-02   6.2435191e-02   6.2232632e-02   6.2030003e-02   6.1827303e-02   6.1624532e-02   6.1421691e-02   6.1218779e-02   6.1015796e-02   6.0812743e-02   6.0609619e-02   6.0406425e-02   6.0390241e-02   6.0593441e-02   6.0796570e-02   6.0999629e-02   6.1202618e-02   6.1405535e-02   6.1608382e-02   6.1811158e-02   6.2013864e-02   6.2216499e-02   6.2419063e-02   6.2621557e-02   6.2823980e-02   6.3026332e-02   6.3228614e-02   6.3430825e-02   6.3632965e-02   6.3835035e-02   6.4037034e-02   6.4238963e-02   6.4440821e-02   6.4642608e-02   6.4844324e-02   6.5045970e-02   6.5247545e-02   6.5449050e-02   6.5650484e-02   6.5851847e-02   6.6053140e-02   6.6254362e-02   6.6455513e-02   6.0305704e-02   6.0508933e-02   6.0712092e-02   6.0915180e-02   6.1118198e-02   6.1321145e-02   6.1524021e-02   6.1726827e-02   6.1929562e-02   6.2132226e-02   6.2334820e-02   6.2537343e-02   6.2739795e-02   6.2942177e-02   6.3144488e-02   6.3346729e-02
   6.3341420e-02   6.3139621e-02   6.2937752e-02   6.2735812e-02   6.2533803e-02   6.2331723e-02   6.2129574e-02   6.1927354e-02   6.1725064e-02   6.1522703e-02   6.1320273e-02   6.1117772e-02   6.0915202e-02   6.0712561e-02   6.0509850e-02   6.0307069e-02   6.0222706e-02   6.0425516e-02   6.0628256e-02   6.0830926e-02   6.1033526e-02   6.1236056e-02   6.1438516e-02   6.1640905e-02   6.1843224e-02   6.2045473e-02   6.2247652e-02   6.2449761e-02   6.2651800e-02   6.2853768e-02   6.3055666e-02   6.3257495e-02   6.3459253e-02   6.3660940e-02   6.3862558e-02   6.4064106e-02   6.4265583e-02   6.4466990e-02   6.4668327e-02   6.4869594e-02   6.5070791e-02   6.5271917e-02   6.5472973e-02   6.5673960e-02   6.5874876e-02   6.6075722e-02   6.6276497e-02   6.6477203e-02   6.6326235e-02   6.6125476e-02   6.5924648e-02   6.5723749e-02   6.5522780e-02   6.5321741e-02   6.5120632e-02   6.4919453e-02   6.4718203e-02   6.4516884e-02   6.4315494e-02   6.4114034e-02   6.3912504e-02   6.3710904e-02   6.3509233e-02   6.3307493e-02   6.3105682e-02   6.2903801e-02   6.2701850e-02   6.2499829e-02   6.2297737e-02   6.2095576e-02   6.1893344e-02   6.1691042e-02   6.1488670e-02   6.1286228e-02   6.1083716e-02   6.0881133e-02   6.0678480e-02   6.0475758e-02   6.0272965e-02   6.0256813e-02   6.0459611e-02   6.0662340e-02   6.0864998e-02   6.1067586e-02   6.1270104e-02   6.1472552e-02   6.1674929e-02   6.1877237e-02   6.2079474e-02   6.2281641e-02   6.2483738e-02   6.2685765e-02   6.2887722e-02   6.3089608e-02   6.3291425e-02   6.3493171e-02   6.3694847e-02   6.3896453e-02   6.4097988e-02   6.4299454e-02   6.4500849e-02   6.4702174e-02   6.4903429e-02   6.5104614e-02   6.5305729e-02   6.5506774e-02   6.5707748e-02   6.5908652e-02   6.6109486e-02   6.6310250e-02   6.0172443e-02   6.0375270e-02   6.0578028e-02   6.0780715e-02   6.0983333e-02   6.1185880e-02   6.1388357e-02   6.1590764e-02   6.1793100e-02   6.1995367e-02   6.2197563e-02   6.2399689e-02   6.2601745e-02   6.2803731e-02   6.3005647e-02   6.3207492e-02
   6.3162515e-02   6.2961223e-02   6.2759860e-02   6.2558429e-02   6.2356927e-02   6.2155357e-02   6.1953716e-02   6.1752006e-02   6.1550227e-02   6.1348378e-02   6.1146459e-02   6.0944471e-02   6.0742414e-02   6.0540287e-02   6.0338090e-02   6.0135824e-02   6.0051676e-02   6.0253971e-02   6.0456196e-02   6.0658352e-02   6.0860439e-02   6.1062456e-02   6.1264403e-02   6.1466281e-02   6.1668089e-02   6.1869828e-02   6.2071497e-02   6.2273097e-02   6.2474627e-02   6.2676088e-02   6.2877479e-02   6.3078801e-02   6.3280053e-02   6.3481235e-02   6.3682349e-02   6.3883392e-02   6.4084366e-02   6.4285270e-02   6.4486105e-02   6.4686871e-02   6.4887566e-02   6.5088193e-02   6.5288749e-02   6.5489237e-02   6.5689654e-02   6.5890002e-02   6.6090281e-02   6.6290490e-02   6.6139895e-02   6.5939634e-02   6.5739303e-02   6.5538902e-02   6.5338432e-02   6.5137893e-02   6.4937284e-02   6.4736605e-02   6.4535857e-02   6.4335040e-02   6.4134152e-02   6.3933196e-02   6.3732169e-02   6.3531074e-02   6.3329908e-02   6.3128674e-02   6.2927369e-02   6.2725995e-02   6.2524552e-02   6.2323039e-02   6.2121456e-02   6.1919804e-02   6.1718083e-02   6.1516292e-02   6.1314431e-02   6.1112501e-02   6.0910501e-02   6.0708432e-02   6.0506293e-02   6.0304085e-02   6.0101807e-02   6.0085696e-02   6.0287979e-02   6.0490193e-02   6.0692337e-02   6.0894412e-02   6.1096417e-02   6.1298353e-02   6.1500219e-02   6.1702016e-02   6.1903743e-02   6.2105401e-02   6.2306989e-02   6.2508507e-02   6.2709956e-02   6.2911336e-02   6.3112646e-02   6.3313886e-02   6.3515057e-02   6.3716158e-02   6.3917190e-02   6.4118152e-02   6.4319045e-02   6.4519868e-02   6.4720622e-02   6.4921306e-02   6.5121920e-02   6.5322465e-02   6.5522941e-02   6.5723347e-02   6.5923683e-02   6.6123950e-02   6.0001540e-02   6.0203853e-02   6.0406095e-02   6.0608269e-02   6.0810372e-02   6.1012407e-02   6.1214371e-02   6.1416266e-02   6.1618092e-02   6.1819848e-02   6.2021534e-02   6.2223151e-02   6.2424699e-02   6.2626177e-02   6.2827585e-02   6.3028924e-02
   6.2944541e-02   6.2743866e-02   6.2543121e-02   6.2342308e-02   6.2141426e-02   6.1940475e-02   6.1739456e-02   6.1538368e-02   6.1337211e-02   6.1135985e-02   6.0934690e-02   6.0733327e-02   6.0531895e-02   6.0330394e-02   6.0128824e-02   5.9927186e-02   5.9843299e-02   6.0044966e-02   6.0246564e-02   6.0448094e-02   6.0649554e-02   6.0850946e-02   6.1052269e-02   6.1253524e-02   6.1454709e-02   6.1655826e-02   6.1856874e-02   6.2057854e-02   6.2258764e-02   6.2459606e-02   6.2660379e-02   6.2861083e-02   6.3061719e-02   6.3262285e-02   6.3462783e-02   6.3663212e-02   6.3863573e-02   6.4063864e-02   6.4264087e-02   6.4464241e-02   6.4664326e-02   6.4864343e-02   6.5064290e-02   6.5264169e-02   6.5463980e-02   6.5663721e-02   6.5863394e-02   6.6062997e-02   6.5912858e-02   6.5713202e-02   6.5513478e-02   6.5313685e-02   6.5113823e-02   6.4913892e-02   6.4713893e-02   6.4513825e-02   6.4313688e-02   6.4113482e-02   6.3913207e-02   6.3712864e-02   6.3512452e-02   6.3311971e-02   6.3111421e-02   6.2910803e-02   6.2710116e-02   6.2509360e-02   6.2308535e-02   6.2107642e-02   6.1906679e-02   6.1705648e-02   6.1504549e-02   6.1303380e-02   6.1102143e-02   6.0900836e-02   6.0699462e-02   6.0498018e-02   6.0296505e-02   6.0094924e-02   5.9893274e-02   5.9877213e-02   6.0078869e-02   6.0280456e-02   6.0481973e-02   6.0683423e-02   6.0884803e-02   6.1086115e-02   6.1287357e-02   6.1488531e-02   6.1689637e-02   6.1890673e-02   6.2091641e-02   6.2292540e-02   6.2493370e-02   6.2694132e-02   6.2894824e-02   6.3095448e-02   6.3296003e-02   6.3496490e-02   6.3696907e-02   6.3897256e-02   6.4097536e-02   6.4297747e-02   6.4497890e-02   6.4697963e-02   6.4897968e-02   6.5097904e-02   6.5297772e-02   6.5497570e-02   6.5697300e-02   6.5896961e-02   5.9793319e-02   5.9995003e-02   6.0196619e-02   6.0398165e-02   6.0599643e-02   6.0801052e-02   6.1002392e-02   6.1203664e-02   6.1404866e-02   6.1606000e-02   6.1807065e-02   6.2008062e-02   6.2208989e-02   6.2409848e-02   6.2610638e-02   6.2811359e-02
   6.2687905e-02   6.2487957e-02   6.2287940e-02   6.2087856e-02   6.1887703e-02   6.1687483e-02   6.1487195e-02   6.1286839e-02   6.1086415e-02   6.0885923e-02   6.0685364e-02   6.0484736e-02   6.0284041e-02   6.0083278e-02   5.9882447e-02   5.9681548e-02   5.9597968e-02   5.9798896e-02   5.9999755e-02   6.0200547e-02   6.0401270e-02   6.0601926e-02   6.0802514e-02   6.1003034e-02   6.1203486e-02   6.1403870e-02   6.1604186e-02   6.1804435e-02   6.2004615e-02   6.2204728e-02   6.2404773e-02   6.2604750e-02   6.2804659e-02   6.3004500e-02   6.3204273e-02   6.3403979e-02   6.3603616e-02   6.3803186e-02   6.4002688e-02   6.4202121e-02   6.4401487e-02   6.4600786e-02   6.4800016e-02   6.4999178e-02   6.5198273e-02   6.5397299e-02   6.5596258e-02   6.5795149e-02   6.5645546e-02   6.5446604e-02   6.5247594e-02   6.5048516e-02   6.4849371e-02   6.4650157e-02   6.4450876e-02   6.4251527e-02   6.4052109e-02   6.3852625e-02   6.3653072e-02   6.3453451e-02   6.3253762e-02   6.3054006e-02   6.2854182e-02   6.2654289e-02   6.2454329e-02   6.2254301e-02   6.2054205e-02   6.1854042e-02   6.1653810e-02   6.1453511e-02   6.1253143e-02   6.1052708e-02   6.0852205e-02   6.0651634e-02   6.0450995e-02   6.0250288e-02   6.0049513e-02   5.9848671e-02   5.9647760e-02   5.9631759e-02   5.9832674e-02   6.0033522e-02   6.0234302e-02   6.0435015e-02   6.0635659e-02   6.0836235e-02   6.1036744e-02   6.1237184e-02   6.1437557e-02   6.1637862e-02   6.1838099e-02   6.2038268e-02   6.2238370e-02   6.2438403e-02   6.2638368e-02   6.2838266e-02   6.3038096e-02   6.3237858e-02   6.3437552e-02   6.3637178e-02   6.3836736e-02   6.4036226e-02   6.4235649e-02   6.4435004e-02   6.4634290e-02   6.4833509e-02   6.5032660e-02   6.5231743e-02   6.5430758e-02   6.5629706e-02   5.9548172e-02   5.9749116e-02   5.9949993e-02   6.0150801e-02   6.0351541e-02   6.0552214e-02   6.0752818e-02   6.0953355e-02   6.1153824e-02   6.1354225e-02   6.1554558e-02   6.1754824e-02   6.1955021e-02   6.2155150e-02   6.2355212e-02   6.2555206e-02
   6.2393088e-02   6.2193975e-02   6.1994795e-02   6.1795548e-02   6.1596234e-02   6.1396854e-02   6.1197406e-02   6.0997892e-02   6.0798311e-02   6.0598663e-02   6.0398948e-02   6.0199166e-02   5.9999318e-02   5.9799402e-02   5.9599420e-02   5.9399371e-02   5.9316146e-02   5.9516223e-02   5.9716233e-02   5.9916176e-02   6.0116052e-02   6.0315862e-02   6.0515604e-02   6.0715280e-02   6.0914889e-02   6.1114431e-02   6.1313906e-02   6.1513315e-02   6.1712656e-02   6.1911931e-02   6.2111139e-02   6.2310280e-02   6.2509354e-02   6.2708361e-02   6.2907301e-02   6.3106175e-02   6.3304981e-02   6.3503721e-02   6.3702394e-02   6.3901000e-02   6.4099539e-02   6.4298012e-02   6.4496417e-02   6.4694756e-02   6.4893028e-02   6.5091233e-02   6.5289371e-02   6.5487442e-02   6.5338455e-02   6.5140334e-02   6.4942145e-02   6.4743890e-02   6.4545568e-02   6.4347179e-02   6.4148723e-02   6.3950200e-02   6.3751611e-02   6.3552954e-02   6.3354231e-02   6.3155441e-02   6.2956584e-02   6.2757660e-02   6.2558670e-02   6.2359612e-02   6.2160488e-02   6.1961297e-02   6.1762039e-02   6.1562714e-02   6.1363322e-02   6.1163863e-02   6.0964338e-02   6.0764745e-02   6.0565086e-02   6.0365360e-02   6.0165567e-02   5.9965707e-02   5.9765781e-02   5.9565787e-02   5.9365727e-02   5.9349793e-02   5.9549858e-02   5.9749857e-02   5.9949789e-02   6.0149654e-02   6.0349452e-02   6.0549184e-02   6.0748848e-02   6.0948446e-02   6.1147977e-02   6.1347441e-02   6.1546838e-02   6.1746168e-02   6.1945432e-02   6.2144628e-02   6.2343758e-02   6.2542821e-02   6.2741817e-02   6.2940746e-02   6.3139608e-02   6.3338404e-02   6.3537132e-02   6.3735794e-02   6.3934389e-02   6.4132917e-02   6.4331378e-02   6.4529772e-02   6.4728100e-02   6.4926360e-02   6.5124554e-02   6.5322681e-02   5.9266560e-02   5.9466654e-02   5.9666680e-02   5.9866640e-02   6.0066533e-02   6.0266359e-02   6.0466118e-02   6.0665811e-02   6.0865436e-02   6.1064995e-02   6.1264487e-02   6.1463912e-02   6.1663270e-02   6.1862561e-02   6.2061785e-02   6.2260943e-02
   6.2060638e-02   6.1862468e-02   6.1664232e-02   6.1465930e-02   6.1267563e-02   6.1069130e-02   6.0870631e-02   6.0672066e-02   6.0473436e-02   6.0274740e-02   6.0075979e-02   5.9877151e-02   5.9678258e-02   5.9479300e-02   5.9280275e-02   5.9081185e-02   5.8998359e-02   5.9197476e-02   5.9396528e-02   5.9595514e-02   5.9794435e-02   5.9993289e-02   6.0192078e-02   6.0390801e-02   6.0589459e-02   6.0788051e-02   6.0986577e-02   6.1185037e-02   6.1383432e-02   6.1581761e-02   6.1780024e-02   6.1978222e-02   6.2176354e-02   6.2374420e-02   6.2572420e-02   6.2770355e-02   6.2968224e-02   6.3166027e-02   6.3363765e-02   6.3561437e-02   6.3759043e-02   6.3956584e-02   6.4154059e-02   6.4351468e-02   6.4548811e-02   6.4746089e-02   6.4943301e-02   6.5140447e-02   6.4992156e-02   6.4794960e-02   6.4597699e-02   6.4400372e-02   6.4202979e-02   6.4005520e-02   6.3807996e-02   6.3610406e-02   6.3412750e-02   6.3215029e-02   6.3017242e-02   6.2819389e-02   6.2621471e-02   6.2423486e-02   6.2225436e-02   6.2027321e-02   6.1829140e-02   6.1630893e-02   6.1432580e-02   6.1234201e-02   6.1035757e-02   6.0837248e-02   6.0638672e-02   6.0440031e-02   6.0241324e-02   6.0042551e-02   5.9843713e-02   5.9644809e-02   5.9445839e-02   5.9246804e-02   5.9047702e-02   5.9031845e-02   5.9230951e-02   5.9429992e-02   5.9628967e-02   5.9827876e-02   6.0026720e-02   6.0225497e-02   6.0424210e-02   6.0622856e-02   6.0821437e-02   6.1019952e-02   6.1218401e-02   6.1416785e-02   6.1615103e-02   6.1813355e-02   6.2011542e-02   6.2209662e-02   6.2407718e-02   6.2605707e-02   6.2803631e-02   6.3001489e-02   6.3199281e-02   6.3397008e-02   6.3594668e-02   6.3792264e-02   6.3989793e-02   6.4187257e-02   6.4384655e-02   6.4581987e-02   6.4779254e-02   6.4976455e-02   5.8949012e-02   5.9148145e-02   5.9347213e-02   5.9546216e-02   5.9745152e-02   5.9944023e-02   6.0142828e-02   6.0341568e-02   6.0540242e-02   6.0738850e-02   6.0937392e-02   6.1135869e-02   6.1334280e-02   6.1532625e-02   6.1730905e-02   6.1929119e-02
