530.77,1272.3,127.09
2055.2,1121.6,763.17
3786.2,2039.9,1107.7
772.01,912.21,283.83
2326.7,1273,715.76
854.9,468.12,207.25
450.72,488.76,113.94
292.87,311.48,68.218
356.99,453.68,76.008
228.2,292.26,56.107
3432,1751.6,1937.4
351.25,347.69,104.2
301.49,365.59,74.313
339.23,445.96,62.768
555.68,499.41,168.95
281.01,368.36,53.5
283.02,325.44,58.765
241.3,305,67.712
1248.7,1151.9,495.15
241.26,296.8,54.318
10200,3584,5363.3
354.24,310.32,69.998
579.88,529.29,150.12
338.96,377.55,89.393
13582,6847.8,5695.2
241.59,301.91,58.423
223.6,304.74,65.328
45921,16139,29210
290.26,319.77,90.537
456.49,347.39,114.16
288.75,334.78,92.06
853.71,601.21,300.85
217.21,239.22,58.028
206.45,258.09,72.463
1573.3,649.55,397.69
313.86,655.52,58.205
249.29,257.03,51.695
381.99,292.62,89.147
2303.1,1505.2,1439.3
201.99,216.35,63.208
198.79,244.47,54.922
274.41,448.62,73.74
1624.1,839.42,702.39
751.91,547.26,170.11
1122.8,794.22,628.51
22718,14524,16509
229.59,204.31,72.078
4199.5,2151.2,2036.3
495.13,369.36,132.39
297.25,295.39,78.833
12039,7903.4,7658.1
360.31,294.85,69.768
346.8,325.23,86.223
512.32,468.58,166.69
282.66,280.93,52.867
278.04,346,79.07
310.65,321.05,62.033
28872,15371,19791
767.48,653.89,305.34
6878.3,3531.6,3028.5
333.52,301.61,71.603
396.96,350.71,95.94
507.57,401.97,119.9
245.54,293.52,76.035
370.92,291.61,98.85
231.75,220.43,62.493
228.77,253.56,74.532
377.51,372.47,83.307
8730.5,3933.5,4518.5
3990,2576.6,985.02
1148.3,701.45,501.11
229.68,245.58,81.448
217.8,245.86,61.442
227.81,230.47,62.705
245.18,237.92,56.998
2429.6,1107.3,1180.6
426.59,315.11,149.53
864.54,513.74,486.32
863.2,371.12,251.83
236.31,221.23,75.912
387.36,343.81,150.85
367.46,284.31,90.973
515.35,252.63,143.84
992.88,737.2,473.86
1086.5,980.66,808.59
3550.4,1202.4,1545.9
263.47,239.78,60.775
457.76,343.28,148.38
723.47,362.55,248.65
2129.6,790.85,744.89
236.33,267.63,62.365
160.76,141.27,60.26
353.08,287.9,110.46
7042.5,2857.3,3686.3
611.09,545.07,210.78
894.81,552.63,235.64
285.34,293.58,62.373
748.27,454.68,177.25
2410.6,1048.1,696.99
712.51,465.25,143.77
410.88,365.77,66.627
282.09,274.88,58.217
27174,11068,14937
2082.5,1538,952.09
902.25,461.28,219.98
302.11,253.8,67.747
3016.2,1305.1,1102.4
287.47,240.77,59.287
350.48,280.5,100.98
278.93,261.92,60.66
297.93,229.79,61.812
9711.4,4348,5113.9
470.9,271.98,118.4
265.36,198.63,39.193
315.28,232.34,75.56
241.92,212.97,49.94
284.79,203.59,47.175
358.94,352.88,101.52
639.31,411.22,194.2
288.19,185.47,57.087
271.16,225.54,52.702
250.07,219.32,64.797
323.63,277.49,132.11
356.35,235.79,100.34
1075.4,1090.8,376.78
243.12,173.24,56.268
334.36,224.13,92.958
527.69,247.66,135.34
200.47,186.8,63.593
326.71,253.97,97.99
247.24,176.45,52.782
271.5,236.79,103.57
226.88,204.91,72.42
175.32,173.08,68.933
210.48,210.68,45.2
217.91,230.16,55.79
189.26,172.3,55.325
192.41,191.8,55.42
189.91,207.23,60.86
186.95,157.57,54.07
