-0.040494,-0.90849,-0.11548
0.65161,-0.13707,-0.11538
-0.027456,0.30347,-0.12051
-0.059715,0.43074,-0.11101
0.020947,0.078624,-0.1682
-0.053435,-0.094649,-0.12976
-0.14456,-0.023428,0.045651
-0.66039,-0.4109,0.20612
-0.010425,0.53851,1.2754
-0.018597,-0.30867,-0.16179
-0.05462,-0.19928,-0.1039
-0.0040272,-0.03953,-0.057275
1.0105,-0.052534,-0.083434
0.3551,0.01213,-0.2085
-0.24099,0.13933,0.57323
0.23671,-0.041381,-0.14743
0.37083,0.10051,-0.2182
-0.031427,-0.099002,0.14678
-0.53983,-0.35934,-0.036792
0.032924,-0.026894,-0.13676
-0.73472,-0.081937,-0.061988
0.14252,0.1125,-0.4314
-0.50447,0.45766,0.48034
0.028308,-0.089624,-0.053823
0.029951,-1.2,-0.051653
0.33359,0.037153,-0.13054
0.0043668,-0.13981,0.086713
0.032959,-0.093921,0.80331
0.18944,-0.055937,-0.26284
0.034678,-1.1738,0.21524
0.35407,-0.73885,-0.58319
-0.48655,1.1963,-0.4615
-0.49958,-1.0374,-1.1359
0.038892,-0.088882,-0.03899
0.15312,-0.0077632,-0.10792
-1.503,0.90926,-0.4475
0.034796,-0.089555,-0.075276
-0.65028,-0.089388,-0.036016
-1.1493,0.55502,0.00018022
0.032204,-0.32682,-0.039107
0.041215,-0.1294,0.31083
-0.047689,0.10591,0.074999
0.057282,-0.19724,-0.16509
-0.30589,-0.13981,0.018923
-0.41915,0.62496,0.65312
-0.34911,-0.057018,0.37964
0.041554,-0.080509,-0.20885
-1.0761,-0.078825,-0.56104
0.10966,0.39471,-0.050738
-0.23455,0.31999,-0.013295
-0.20054,-0.039884,-0.23187
0.042608,0.22089,0.042005
-0.086228,0.0044153,0.11944
0.1645,-0.2519,-0.63607
0.18653,0.044639,-0.020448
-0.82561,1.1959,-0.014917
-0.097387,0.020586,-0.037984
0.039385,-1.2568,-0.44079
0.052097,-0.062771,-0.016622
-0.20776,-0.055882,0.027109
-0.92659,0.11127,0.080558
0.038664,-0.19414,-0.065239
1.1175,-0.59092,0.00082485
0.96782,-0.37699,-0.57475
0.211,-0.95067,0.11789
0.3904,-1.6706,0.43442
0.24303,0.092119,-0.093852
-0.125,-0.22248,-0.32974
-0.9191,-0.8166,0.074389
0.65336,0.61907,0.74866
0.028745,-0.29334,0.22154
-0.49563,-0.050711,0.0075622
-0.071124,-0.031476,-0.10328
-0.20586,-0.094961,-0.10016
-0.097969,0.038338,0.19762
-0.34988,-0.40308,-0.40971
0.33333,0.36397,0.25993
0.056505,-0.03456,0.026457
-0.90194,0.52085,0.022659
-0.28863,-1.2903,-0.93885
0.011035,0.14423,-0.51424
0.09754,-0.022742,-0.075498
-0.19649,0.55011,0.029563
-0.14232,-0.79297,0.030353
0.6822,-0.0028211,0.031268
-0.08735,0.028551,0.031795
-0.090435,-0.36249,-0.31931
-1.0228,1.6384,0.63896
-0.64429,-1.0532,-0.34546
-0.018438,-0.26513,-0.20621
0.062307,0.009108,0.19956
0.078326,0.10751,0.040341
-0.051071,0.20814,-0.01762
0.89085,-1.1126,0.025439
0.058432,0.14618,0.002426
-0.13107,0.034103,-0.053996
0.076676,-0.045422,-0.3953
0.80954,0.029868,0.2415
0.14521,-0.059333,-0.062591
0.015305,-0.10342,-0.015707
0.03691,0.039863,0.013454
0.0096278,0.043606,0.36077
-0.077404,-0.61659,-0.38723
0.44717,-0.69997,0.01048
0.00085257,0.051737,-0.28996
-0.022645,0.062473,0.36527
0.14366,0.064269,-1.0902
-0.0062175,-0.40234,0.010841
-0.58528,0.094712,0.15429
