-0.4428,-0.4428,-0.4428,-0.74981
0.0085278,0.0085278,0.0085278,-0.19605
-0.37094,-0.37094,-0.37094,-0.62592
0.11183,0.11183,0.11183,-0.32574
-0.24231,-0.24231,-0.24231,-0.9042
-0.057932,-0.057932,-0.057932,-0.42327
-0.051622,-0.051622,-0.051622,-1.3583
1.3251,1.3251,1.3251,0.71814
0.47789,0.47789,0.47789,0.18156
-0.29303,-0.29303,-0.29303,-0.51602
-0.081509,-0.081509,-0.081509,-0.44103
0.26448,0.26448,0.26448,-0.56023
-0.5456,-0.5456,-0.5456,-0.059416
0.48942,0.48942,0.48942,0.0078784
-0.47477,-0.47477,-0.47477,-1.3349
-0.39956,-0.39956,-0.39956,-0.74095
-0.13694,-0.13694,-0.13694,0.027913
-0.54599,-0.54599,-0.54599,-0.99923
0.7319,0.7319,0.7319,0.56848
-0.010483,-0.010483,-0.010483,0.17221
-0.95497,-0.95497,-0.95497,-1.1903
-0.51713,-0.51713,-0.51713,-0.43058
-0.65952,-0.65952,-0.65952,-1.4627
0.2343,0.2343,0.2343,-0.080896
0.79245,0.79245,0.79245,0.033685
-0.090504,-0.090504,-0.090504,-0.43433
0.054487,0.054487,0.054487,-0.32532
-0.22588,-0.22588,-0.22588,-0.87328
0.88326,0.88326,0.88326,0.40666
-0.0041757,-0.0041757,-0.0041757,-0.62627
-0.42051,-0.42051,-0.42051,-0.67117
-0.34055,-0.34055,-0.34055,-0.51492
-1.0224,-1.0747,-0.83079,-1.1877
-0.81324,-0.81324,-0.81324,-1.1874
-0.040097,-0.040097,-0.040097,0.088263
0.027912,0.027912,0.027912,-0.59659
-0.2591,-0.2591,-0.2591,-1.571
-0.28982,-0.28982,-0.28982,-0.10405
0.38395,0.38395,0.38395,-1.4614
-0.3726,-0.3726,-0.3726,0.12714
0.51424,0.51424,0.51424,-0.38372
0.75467,0.75467,0.75467,0.16531
-0.6415,-0.6415,-0.6415,-0.6043
-0.055289,-0.055289,-0.055289,0.38472
0.051103,0.051103,0.051103,0.079721
-0.10897,-0.10897,-0.10897,-0.88179
0.012588,0.012588,0.012588,-0.91012
0.27379,0.27379,0.27379,0.79356
-0.091006,-0.091006,-0.091006,-0.56524
-0.41651,-0.41651,-0.41651,-0.48473
-0.28789,-0.28789,-0.28789,-1.2311
-0.26812,-0.26812,-0.26812,-0.80338
0.62417,0.62417,0.62417,0.37338
-0.53397,-0.53397,-0.53397,-0.25396
-0.11736,-0.11736,-0.11736,-0.9288
-0.26292,-0.26292,-0.26292,-0.40564
0.17269,0.17269,0.17269,0.1064
-0.18081,-0.18081,-0.18081,-0.23586
-0.4953,-0.4953,-0.4953,-0.97243
-0.49044,-0.49044,-0.49044,-0.35388
-0.50994,-0.50994,-0.50994,-0.70704
-0.47589,-0.47589,-0.47589,-0.9641
0.62708,0.62708,0.62708,0.1477
-0.089024,-0.089024,-0.089024,-0.23186
-0.8875,-0.8875,-0.8875,-0.86959
0.58708,0.58708,0.58708,0.21118
0.9235,0.9235,0.9235,-0.21344
-0.14853,-0.14853,-0.14853,-0.18773
0.09809,0.09809,0.09809,-0.64017
-0.40873,-0.40873,-0.40873,-0.36348
-0.44122,-0.44122,-0.44122,-0.62505
-0.44863,-0.44863,-0.44863,-1.174
-0.18728,-0.18728,-0.18728,-1.0633
-0.19202,-0.19202,-0.19202,-0.2437
0.19965,0.19965,0.19965,-0.44859
-0.44115,-0.44115,-0.44115,-0.6884
-0.052119,-0.052119,-0.052119,-0.5621
-0.47643,-0.47643,-0.47643,-0.57105
-0.013492,-0.013492,-0.013492,-0.77564
-0.40935,-0.40935,-0.40935,-1.1935
0.0022095,0.0022095,0.0022095,-0.25167
0.11303,0.11303,0.11303,0.052916
0.45825,0.45825,0.45825,0.1583
-0.67577,-0.67577,-0.67577,-1.1315
-0.21214,-0.21214,-0.21214,0.045179
0.60868,0.60868,0.60868,0.52453
-0.29922,-0.29922,-0.29922,-0.15665
-0.42822,-0.42822,-0.42822,-1.0077
-0.28656,-0.28656,-0.28656,-0.53201
-1.4523,-0.85212,-0.86743,-1.2546
-0.5226,-0.5226,-0.5226,-0.9904
-0.43007,-0.43007,-0.43007,-0.64882
-0.45614,-0.45614,-0.45614,-0.18219
-0.062035,-0.062035,-0.062035,-0.41698
-0.3454,-0.3454,-0.3454,-0.26314
-0.22522,-0.22522,-0.22522,-0.005323
-0.6579,-0.6579,-0.6579,-0.70185
0.85015,0.85015,0.85015,0.62216
-0.19747,-0.19747,-0.19747,-0.54764
-0.54675,-0.54675,-0.54675,-0.84045
-0.16847,-0.16847,-0.16847,-0.88733
0.57101,0.57101,0.57101,-0.13737
-0.22391,-0.22391,-0.22391,0.10521
0.41376,0.41376,0.41376,0.1392
-0.20947,-0.20947,-0.20947,-0.27113
0.16982,0.16982,0.16982,0.056443
-0.29504,-0.29504,-0.29504,0.11767
0.574,0.574,0.574,0.42421
-0.95789,-0.95789,-0.95789,-1.2568
-0.66063,-0.66063,-0.66063,-1.1085
0.035264,0.035264,0.035264,0.042986
0.07307,0.07307,0.07307,0.042619
-0.81298,-0.81298,-0.81298,-0.89916
0.19917,0.19917,0.19917,0.26078
-0.11735,-0.11735,-0.11735,-1.116
-0.080404,-0.080404,-0.080404,-0.69787
0.09444,0.09444,0.09444,-0.70211
-0.68736,-0.68736,-0.68736,-1.4615
0.014785,0.014785,0.014785,-0.29932
0.37858,0.37858,0.37858,-0.50345
-0.064073,-0.064073,-0.064073,-0.17795
-0.24277,-0.24277,-0.24277,-0.17306
0.02969,0.02969,0.02969,-0.53287
1.2484,1.2484,1.2484,0.69196
0.51254,0.51254,0.51254,-0.35734
-0.20837,-0.20837,-0.20837,-1.5604
-0.03841,-0.03841,-0.03841,-0.019138
0.51526,0.51526,0.51526,0.29242
-0.60776,-0.60776,-0.60776,-0.94561
-1.5805,-1.1958,-0.92089,-1.1574
-0.37815,-0.37815,-0.37815,-1.0682
0.094516,0.094516,0.094516,-0.53701
-0.51171,-0.51171,-0.51171,-0.28255
0.5232,0.5232,0.5232,0.48734
0.096569,0.096569,0.096569,-0.73922
-0.46057,-0.46057,-0.46057,-0.9621
-0.23682,-0.23682,-0.23682,-0.44545
-0.22794,-0.22794,-0.22794,-0.6552
-0.62925,-0.62925,-0.62925,-1.3143
-0.027756,-0.027756,-0.027756,0.53377
-0.58383,-0.58383,-0.58383,-1.1024
-0.18153,-0.18153,-0.18153,-0.17117
-0.36734,-0.36734,-0.36734,-0.22582
0.74313,0.74313,0.74313,0.32576
0.023688,0.023688,0.023688,0.032
-0.58288,-0.58288,-0.58288,-0.75481
-0.42975,-0.42975,-0.42975,-0.16749
-0.36844,-0.36844,-0.36844,-1.0646
