6.174469e-06, 6.154808e-06, 6.135141e-06, 6.115468e-06, 6.095787e-06, 6.076099e-06, 6.056404e-06, 6.036703e-06, 6.016994e-06, 5.997279e-06, 5.977556e-06, 5.957827e-06, 5.938091e-06, 5.918348e-06, 5.898598e-06, 5.878841e-06, 5.870621e-06, 5.890381e-06, 5.910134e-06, 5.929880e-06, 5.949619e-06, 5.969351e-06, 5.989076e-06, 6.008795e-06, 6.028506e-06, 6.048211e-06, 6.067908e-06, 6.087599e-06, 6.107283e-06, 6.126959e-06, 6.146629e-06, 6.166292e-06, 6.185948e-06, 6.205598e-06, 6.225240e-06, 6.244875e-06, 6.264504e-06, 6.284125e-06, 6.303740e-06, 6.323347e-06, 6.342948e-06, 6.362542e-06, 6.382129e-06, 6.401709e-06, 6.421282e-06, 6.440848e-06, 6.460408e-06, 6.479960e-06, 6.465253e-06, 6.445695e-06, 6.426131e-06, 6.406559e-06, 6.386981e-06, 6.367396e-06, 6.347804e-06, 6.328205e-06, 6.308599e-06, 6.288986e-06, 6.269366e-06, 6.249739e-06, 6.230106e-06, 6.210465e-06, 6.190818e-06, 6.171163e-06, 6.151502e-06, 6.131834e-06, 6.112159e-06, 6.092477e-06, 6.072788e-06, 6.053092e-06, 6.033389e-06, 6.013679e-06, 5.993963e-06, 5.974239e-06, 5.954509e-06, 5.934772e-06, 5.915027e-06, 5.895276e-06, 5.875518e-06, 5.873944e-06, 5.893703e-06, 5.913455e-06, 5.933200e-06, 5.952937e-06, 5.972668e-06, 5.992393e-06, 6.012110e-06, 6.031820e-06, 6.051523e-06, 6.071220e-06, 6.090909e-06, 6.110592e-06, 6.130267e-06, 6.149936e-06, 6.169598e-06, 6.189253e-06, 6.208901e-06, 6.228542e-06, 6.248176e-06, 6.267803e-06, 6.287424e-06, 6.307037e-06, 6.326644e-06, 6.346243e-06, 6.365836e-06, 6.385422e-06, 6.405001e-06, 6.424572e-06, 6.444138e-06, 6.463696e-06, 5.865724e-06, 5.885486e-06, 5.905240e-06, 5.924988e-06, 5.944729e-06, 5.964463e-06, 5.984190e-06, 6.003910e-06, 6.023623e-06, 6.043329e-06, 6.063028e-06, 6.082721e-06, 6.102406e-06, 6.122085e-06, 6.141756e-06, 6.161421e-06

9.964641e-17, 4.005810e-17, 1.687261e-17, 7.485290e-18, 3.515331e-18, 1.756079e-18, 9.373759e-19, 5.369132e-19, 3.312824e-19, 2.209559e-19, 1.597943e-19, 1.256310e-19, 1.076089e-19, 1.005845e-19, 1.027170e-19, 1.146711e-19, 1.402352e-19, 1.883137e-19, 2.760780e-19, 4.412142e-19, 7.671200e-19, 1.447332e-18, 2.954331e-18, 6.501544e-18, 1.536541e-17, 3.882874e-17, 1.044242e-16, 2.973673e-16, 8.918660e-16, 2.801422e-15, 9.162177e-15, 3.101278e-14, 1.079785e-13, 3.843095e-13, 1.389485e-12, 5.071466e-12, 1.857085e-11, 6.781019e-11, 2.454369e-10, 8.755054e-10, 3.060893e-09, 1.043315e-08, 3.449844e-08, 1.101498e-07, 3.381463e-07, 9.941927e-07, 2.789718e-06, 7.447991e-06, 1.877000e-05, 4.475608e-05, 1.008709e-04, 2.146047e-04, 4.306242e-04, 8.146262e-04, 1.452838e-03, 2.443716e-03, 3.879738e-03, 5.820684e-03, 8.264456e-03, 1.112516e-02, 1.422833e-02, 1.732876e-02, 2.014875e-02, 2.242702e-02, 2.396474e-02, 2.465631e-02, 2.449852e-02, 2.357863e-02, 2.204791e-02, 2.008935e-02, 1.788770e-02, 1.560704e-02, 1.337780e-02, 1.129244e-02, 9.407616e-03, 7.750133e-03, 6.324351e-03, 5.119445e-03, 4.115571e-03, 3.298819e-03, 2.639286e-03, 2.100631e-03, 1.663167e-03, 1.309504e-03, 1.024713e-03, 7.962470e-04, 6.137056e-04, 4.685500e-04, 3.538052e-04, 2.637757e-04, 1.937994e-04, 1.400395e-04, 9.931698e-05, 6.898332e-05, 4.682486e-05, 3.099516e-05, 1.996605e-05, 1.249131e-05, 7.575883e-06, 4.446616e-06, 2.521996e-06, 1.380462e-06, 7.284977e-07, 3.703722e-07, 1.813317e-07, 8.548678e-08, 3.881751e-08, 1.698787e-08, 7.172509e-09, 2.925749e-09, 1.045062e-09, 4.003459e-10, 1.491462e-10, 5.419387e-11, 1.927079e-11, 6.730584e-12, 2.318202e-12, 7.908028e-13, 2.684111e-13, 9.108612e-14, 3.106164e-14, 1.070011e-14, 3.743627e-15, 1.337553e-15, 4.907490e-16, 1.859280e-16

8.128369e-31, 1.429919e-30, 1.243479e-29, 8.148737e-28, 4.592159e-26, 1.974156e-24, 6.477132e-23, 1.625012e-21, 3.123257e-20, 4.606704e-19, 5.222321e-18, 4.555464e-17, 3.060193e-16, 1.583597e-15, 6.311785e-15, 1.936183e-14, 4.574236e-14, 8.330401e-14, 1.161005e-13, 1.234538e-13, 9.979754e-14, 6.108083e-14, 2.817761e-14, 9.749565e-15, 2.517122e-15, 4.823082e-16, 6.821289e-17, 7.082021e-18, 5.368847e-19, 2.956874e-20, 1.177525e-21, 3.376539e-23, 6.948798e-25, 1.534356e-26, 1.507227e-25, 4.423413e-24, 1.269976e-22, 3.494393e-21, 9.039706e-20, 2.158571e-18, 4.675753e-17, 9.039202e-16, 1.536242e-14, 2.263982e-13, 2.857840e-12, 3.056921e-11, 2.745591e-10, 2.055113e-09, 1.267857e-08, 6.449651e-08, 2.701049e-07, 9.306281e-07, 2.640687e-06, 6.187530e-06, 1.202335e-05, 1.948692e-05, 2.653313e-05, 3.060912e-05, 3.020943e-05, 2.578348e-05, 1.925471e-05, 1.273988e-05, 7.567361e-06, 4.090817e-06, 2.041009e-06, 9.532498e-07, 4.227317e-07, 1.805213e-07, 7.526206e-08, 3.104534e-08, 1.283273e-08, 5.379711e-09, 2.312918e-09, 1.030256e-09, 4.798050e-10, 2.354850e-10, 1.226145e-10, 6.809676e-11, 4.049948e-11, 2.594081e-11, 1.792513e-11, 1.331052e-11, 1.060351e-11, 9.034365e-12, 8.196394e-12, 7.873361e-12, 7.952545e-12, 8.378812e-12, 9.125646e-12, 1.017241e-11, 1.148154e-11, 1.297319e-11, 1.450062e-11, 1.583750e-11, 1.669235e-11, 1.676548e-11, 1.584764e-11, 1.392678e-11, 1.124425e-11, 8.247220e-12, 5.437258e-12, 3.190913e-12, 1.652345e-12, 7.491973e-13, 2.955208e-13, 1.008847e-13, 2.969374e-14, 7.518022e-15, 1.636046e-15, 3.062586e-16, 4.472329e-17, 6.251452e-18, 7.607351e-19, 8.117253e-20, 7.661432e-21, 6.462231e-22, 4.928272e-23, 3.442660e-24, 2.234474e-25, 1.368442e-26, 8.038311e-28, 4.607910e-29, 2.629023e-30, 1.835574e-31, 1.602504e-31, 4.741739e-31

3.120558e-15, 1.855374e-15, 6.350532e-16, 1.290166e-16, 1.809423e-17, 1.891364e-16, 1.218909e-14, 5.674101e-13, 1.919503e-11, 4.774670e-10, 8.825061e-09, 1.223033e-07, 1.280313e-06, 1.018077e-05, 6.171940e-05, 2.857281e-04, 1.011652e-03, 2.740017e-03, 5.623470e-03, 8.686265e-03, 1.000944e-02, 8.512735e-03, 5.276759e-03, 2.350450e-03, 7.406955e-04, 1.623754e-04, 2.432480e-05, 2.444370e-06, 1.616659e-07, 6.903721e-09, 1.867679e-10, 3.142182e-12, 3.229635e-14, 1.994590e-16, 7.289963e-19, 1.555744e-21, 1.926988e-24, 2.796406e-26, 3.343576e-26, 2.003119e-26, 5.631808e-27, 4.860191e-27, 5.636029e-25, 5.558584e-23, 3.876327e-21, 1.872333e-19, 6.158666e-18, 1.361327e-16, 1.992528e-15, 1.928950e-14, 1.233808e-13, 5.224355e-13, 1.472825e-12, 2.790228e-12, 3.597891e-12, 3.208912e-12, 2.017864e-12, 9.145584e-13, 3.062027e-13, 7.779788e-14, 1.543993e-14, 2.467834e-15, 3.279734e-16, 3.745275e-17, 3.800268e-18, 3.593485e-19, 1.138052e-19, 7.362845e-19, 3.951837e-18, 4.568743e-17, 2.236008e-15, 9.202337e-14, 2.581950e-12, 4.955509e-11, 6.560981e-10, 6.034928e-09, 3.877771e-08, 1.747120e-07, 5.530056e-07, 1.233563e-06, 1.936552e-06, 2.123709e-06, 1.617668e-06, 8.494766e-07, 3.047058e-07, 7.385643e-08, 1.195004e-08, 1.273457e-09, 8.809530e-11, 3.896312e-12, 1.084518e-13, 1.869607e-15, 1.964490e-17, 1.238761e-19, 2.913924e-21, 3.900348e-19, 4.208267e-17, 2.960309e-15, 1.307077e-13, 3.494045e-12, 5.466963e-11, 4.853095e-10, 2.376243e-09, 6.259125e-09, 8.680900e-09, 6.228112e-09, 2.279924e-09, 4.217887e-10, 3.922720e-11, 1.832342e-12, 3.903338e-14, 4.672052e-16, 2.877801e-18, 9.278927e-21, 1.599985e-23, 1.513920e-26, 1.302128e-27, 5.339425e-25, 1.051696e-22, 9.948363e-21, 4.564009e-19, 1.029141e-17, 1.159743e-16, 6.661048e-16, 1.993933e-15, 3.188524e-15

6.925700e-07, 6.565014e-08, 3.030220e-09, 7.210262e-11, 9.369806e-13, 7.064225e-15, 1.230655e-15, 5.332342e-14, 1.726051e-12, 4.178518e-11, 7.756605e-10, 1.128343e-08, 1.309806e-07, 1.230737e-06, 9.456168e-06, 5.975708e-05, 3.116376e-04, 1.340827e-03, 4.700975e-03, 1.327005e-02, 2.967071e-02, 5.148232e-02, 6.765041e-02, 6.546425e-02, 4.521448e-02, 2.154066e-02, 6.824271e-03, 1.383318e-03, 1.723762e-04, 1.267490e-05, 5.277063e-07, 1.193959e-08, 1.410126e-10, 8.362552e-13, 2.400289e-15, 1.409434e-17, 4.433444e-16, 6.692437e-15, 3.556090e-14, 6.357728e-14, 3.676874e-14, 6.654692e-15, 3.670875e-16, 6.053317e-18, 2.948390e-20, 4.223191e-23, 1.788197e-26, 2.167083e-27, 7.285581e-26, 1.197317e-24, 9.614170e-24, 3.796766e-23, 7.471381e-23, 7.470055e-23, 3.892996e-23, 1.091180e-23, 1.706520e-24, 1.553125e-25, 8.661166e-25, 4.840830e-21, 9.745346e-18, 7.196156e-15, 2.012589e-12, 2.208671e-10, 9.880888e-09, 1.876105e-07, 1.576509e-06, 6.119504e-06, 1.145726e-05, 1.080114e-05, 5.348538e-06, 1.449957e-06, 2.412158e-07, 3.738146e-07, 4.958565e-06, 4.969031e-05, 3.609105e-04, 1.918558e-03, 7.508835e-03, 2.174234e-02, 4.648805e-02, 7.264344e-02, 8.206683e-02, 6.603909e-02, 3.715112e-02, 1.428857e-02, 3.662018e-03, 6.077797e-04, 6.331770e-05, 4.004822e-06, 1.484995e-07, 3.113453e-09, 3.557614e-11, 2.135304e-13, 6.491572e-16, 9.650598e-19, 3.082697e-19, 4.526317e-16, 3.421116e-13, 1.245974e-10, 2.058800e-08, 1.459430e-06, 4.217097e-05, 4.744928e-04, 1.997555e-03, 3.042407e-03, 1.631852e-03, 3.021508e-04, 1.906932e-05, 4.080818e-07, 2.685310e-09, 6.707813e-12, 5.855235e-15, 1.831771e-18, 2.127516e-22, 5.697628e-21, 1.954829e-17, 2.175815e-14, 7.958317e-12, 9.753391e-10, 4.109237e-08, 6.141487e-07, 3.377666e-06, 7.124842e-06, 6.033202e-06, 2.154255e-06

