1.392880e+03, 1.555511e+03, 1.219290e+03, 1.371948e+03, 
1.430742e+03, 1.469077e+03, 1.470400e+03, 1.402464e+03, 
9.107117e+00, 7.146216e+00, 7.573590e+00, 7.309669e+00, 
7.217872e+00, 7.097070e+00, 7.196426e+00, 7.262502e+00, 
7.159447e+00, 6.915731e+00, 7.800945e+00, 1.050784e+01, 
1.794360e+01, 1.130824e+01, 6.515119e+00, 8.151556e+00, 
4.911186e+03, 5.509313e+03, 4.143941e+03, 4.533453e+03, 
1.361050e+03, 1.388799e+03, 1.353294e+03, 1.521594e+03, 
4.094281e+03, 3.711642e+03, 3.718634e+03, 3.564151e+03, 
2.189239e+02, 3.348901e+02, 2.401474e+02, 2.610948e+02, 
6.119681e+00, 5.944066e+00, 2.013282e+01, 6.157047e+00, 
6.442305e+03, 6.317116e+03, 6.107806e+03, 5.765338e+03, 
3.589830e+02, 3.869478e+02, 3.889500e+02, 3.845802e+02, 
6.706048e+03, 6.994580e+03, 6.417796e+03, 6.843928e+03, 
3.821092e+02, 3.748194e+02, 3.269576e+02, 3.356964e+02, 
8.733715e+02, 8.094352e+02, 1.014255e+03, 1.036853e+03, 
6.815831e+00, 2.513562e+01, 2.154681e+01, 1.352915e+01, 
6.932980e+02, 7.267562e+02, 7.266804e+02, 6.917372e+02, 
8.293217e+02, 9.364967e+02, 7.358759e+02, 7.704486e+02, 
5.563720e+01, 6.270071e+01, 4.599095e+01, 4.574333e+01, 
6.165552e+00, 6.181096e+00, 6.015190e+00, 6.206719e+00, 
1.330278e+01, 7.863749e+00, 8.036287e+00, 8.632132e+00, 
3.975810e+03, 4.129183e+03, 3.747015e+03, 3.629682e+03, 
3.054552e+01, 4.892966e+01, 7.351476e+01, 6.301918e+01, 
3.961667e+03, 3.784218e+03, 4.196669e+03, 4.726462e+03, 
1.101319e+01, 6.007536e+00, 5.958562e+00, 6.286457e+00, 
9.176203e+00, 7.623407e+00, 1.138318e+01, 1.192529e+01, 
7.373444e+00, 8.517411e+00, 7.541600e+00, 7.492366e+00, 
7.379918e+00, 8.165948e+00, 7.135323e+00, 7.035159e+00, 
7.144496e+00, 6.815424e+00, 1.262642e+01, 6.971845e+00, 
7.660108e+01, 8.681482e+01, 4.077779e+01, 8.481628e+01, 
6.633256e+02, 6.691599e+02, 5.625190e+02, 5.935106e+02, 
5.627818e+03, 5.806209e+03, 7.867913e+03, 8.774024e+03, 
9.673512e+00, 7.594911e+00, 7.997936e+00, 7.858401e+00, 
8.891763e+01, 9.577295e+01, 9.789912e+01, 9.786906e+01, 
6.440341e+00, 6.427811e+00, 6.386386e+00, 9.808560e+00, 
4.156796e+03, 4.420520e+03, 3.937229e+03, 4.816988e+03, 
5.870620e+00, 7.398186e+00, 5.884758e+00, 8.207668e+00, 
2.262959e+02, 2.311317e+02, 2.636012e+02, 1.798349e+02, 
1.255714e+02, 1.283277e+02, 5.751184e+01, 9.253126e+01, 
9.699565e+02, 9.818460e+02, 9.790500e+02, 9.262261e+02, 
