  -4.4280485e-01  -4.4280485e-01  -4.4280485e-01  -7.4981155e-01
   8.5278497e-03   8.5278497e-03   8.5278497e-03  -1.9605408e-01
  -3.7093967e-01  -3.7093967e-01  -3.7093967e-01  -6.2591892e-01
   1.1183337e-01   1.1183337e-01   1.1183337e-01  -3.2574277e-01
  -2.4231059e-01  -2.4231059e-01  -2.4231059e-01  -9.0419888e-01
  -5.7932359e-02  -5.7932359e-02  -5.7932359e-02  -4.2327205e-01
  -5.1621957e-02  -5.1621957e-02  -5.1621957e-02  -1.3583322e+00
   1.3250883e+00   1.3250883e+00   1.3250883e+00   7.1814253e-01
   4.7789319e-01   4.7789319e-01   4.7789319e-01   1.8155705e-01
  -2.9303254e-01  -2.9303254e-01  -2.9303254e-01  -5.1602197e-01
  -8.1509328e-02  -8.1509328e-02  -8.1509328e-02  -4.4102638e-01
   2.6447688e-01   2.6447688e-01   2.6447688e-01  -5.6023219e-01
  -5.4560253e-01  -5.4560253e-01  -5.4560253e-01  -5.9416362e-02
   4.8941926e-01   4.8941926e-01   4.8941926e-01   7.8784168e-03
  -4.7477079e-01  -4.7477079e-01  -4.7477079e-01  -1.3348577e+00
  -3.9956096e-01  -3.9956096e-01  -3.9956096e-01  -7.4094712e-01
  -1.3694055e-01  -1.3694055e-01  -1.3694055e-01   2.7912909e-02
  -5.4599324e-01  -5.4599324e-01  -5.4599324e-01  -9.9922610e-01
   7.3189930e-01   7.3189930e-01   7.3189930e-01   5.6848014e-01
  -1.0482516e-02  -1.0482516e-02  -1.0482516e-02   1.7220609e-01
  -9.5496722e-01  -9.5496722e-01  -9.5496722e-01  -1.1903408e+00
  -5.1712610e-01  -5.1712610e-01  -5.1712610e-01  -4.3058332e-01
  -6.5952128e-01  -6.5952128e-01  -6.5952128e-01  -1.4626770e+00
   2.3430097e-01   2.3430097e-01   2.3430097e-01  -8.0895740e-02
   7.9245285e-01   7.9245285e-01   7.9245285e-01   3.3685028e-02
  -9.0503613e-02  -9.0503613e-02  -9.0503613e-02  -4.3432562e-01
   5.4486669e-02   5.4486669e-02   5.4486669e-02  -3.2532131e-01
  -2.2587594e-01  -2.2587594e-01  -2.2587594e-01  -8.7328103e-01
   8.8325919e-01   8.8325919e-01   8.8325919e-01   4.0665522e-01
  -4.1757214e-03  -4.1757214e-03  -4.1757214e-03  -6.2626604e-01
  -4.2051207e-01  -4.2051207e-01  -4.2051207e-01  -6.7116827e-01
  -3.4054946e-01  -3.4054946e-01  -3.4054946e-01  -5.1491990e-01
  -1.0224015e+00  -1.0746755e+00  -8.3079150e-01  -1.1876775e+00
  -8.1324246e-01  -8.1324246e-01  -8.1324246e-01  -1.1873967e+00
  -4.0096791e-02  -4.0096791e-02  -4.0096791e-02   8.8262582e-02
   2.7911714e-02   2.7911714e-02   2.7911714e-02  -5.9659376e-01
  -2.5909722e-01  -2.5909722e-01  -2.5909722e-01  -1.5710043e+00
  -2.8982166e-01  -2.8982166e-01  -2.8982166e-01  -1.0404518e-01
   3.8395357e-01   3.8395357e-01   3.8395357e-01  -1.4613784e+00
  -3.7260019e-01  -3.7260019e-01  -3.7260019e-01   1.2713631e-01
   5.1424450e-01   5.1424450e-01   5.1424450e-01  -3.8372179e-01
   7.5466905e-01   7.5466905e-01   7.5466905e-01   1.6531143e-01
  -6.4149890e-01  -6.4149890e-01  -6.4149890e-01  -6.0429661e-01
  -5.5288967e-02  -5.5288967e-02  -5.5288967e-02   3.8472200e-01
   5.1103200e-02   5.1103200e-02   5.1103200e-02   7.9721051e-02
  -1.0896890e-01  -1.0896890e-01  -1.0896890e-01  -8.8179168e-01
   1.2588302e-02   1.2588302e-02   1.2588302e-02  -9.1012162e-01
   2.7379030e-01   2.7379030e-01   2.7379030e-01   7.9355822e-01
  -9.1005774e-02  -9.1005774e-02  -9.1005774e-02  -5.6523934e-01
  -4.1651475e-01  -4.1651475e-01  -4.1651475e-01  -4.8473386e-01
  -2.8789148e-01  -2.8789148e-01  -2.8789148e-01  -1.2311385e+00
  -2.6811829e-01  -2.6811829e-01  -2.6811829e-01  -8.0337929e-01
   6.2416767e-01   6.2416767e-01   6.2416767e-01   3.7337956e-01
  -5.3396814e-01  -5.3396814e-01  -5.3396814e-01  -2.5395861e-01
  -1.1735568e-01  -1.1735568e-01  -1.1735568e-01  -9.2879503e-01
  -2.6292125e-01  -2.6292125e-01  -2.6292125e-01  -4.0564491e-01
   1.7268968e-01   1.7268968e-01   1.7268968e-01   1.0640196e-01
  -1.8080575e-01  -1.8080575e-01  -1.8080575e-01  -2.3585593e-01
  -4.9529968e-01  -4.9529968e-01  -4.9529968e-01  -9.7243253e-01
  -4.9044429e-01  -4.9044429e-01  -4.9044429e-01  -3.5387685e-01
  -5.0993769e-01  -5.0993769e-01  -5.0993769e-01  -7.0704014e-01
  -4.7588610e-01  -4.7588610e-01  -4.7588610e-01  -9.6409776e-01
   6.2708358e-01   6.2708358e-01   6.2708358e-01   1.4770080e-01
  -8.9023838e-02  -8.9023838e-02  -8.9023838e-02  -2.3185876e-01
  -8.8749754e-01  -8.8749754e-01  -8.8749754e-01  -8.6958679e-01
   5.8707772e-01   5.8707772e-01   5.8707772e-01   2.1118062e-01
   9.2349919e-01   9.2349919e-01   9.2349919e-01  -2.1343942e-01
  -1.4853363e-01  -1.4853363e-01  -1.4853363e-01  -1.8773117e-01
   9.8089612e-02   9.8089612e-02   9.8089612e-02  -6.4017282e-01
  -4.0873292e-01  -4.0873292e-01  -4.0873292e-01  -3.6347540e-01
  -4.4122321e-01  -4.4122321e-01  -4.4122321e-01  -6.2504558e-01
  -4.4862548e-01  -4.4862548e-01  -4.4862548e-01  -1.1740046e+00
  -1.8728025e-01  -1.8728025e-01  -1.8728025e-01  -1.0633257e+00
  -1.9202154e-01  -1.9202154e-01  -1.9202154e-01  -2.4369513e-01
   1.9964570e-01   1.9964570e-01   1.9964570e-01  -4.4859297e-01
  -4.4115219e-01  -4.4115219e-01  -4.4115219e-01  -6.8840016e-01
  -5.2119103e-02  -5.2119103e-02  -5.2119103e-02  -5.6209740e-01
  -4.7642803e-01  -4.7642803e-01  -4.7642803e-01  -5.7104909e-01
  -1.3491841e-02  -1.3491841e-02  -1.3491841e-02  -7.7564439e-01
